Frame,LEFT_SHOULDER_to_LEFT_ELBOW_start_x,LEFT_SHOULDER_to_LEFT_ELBOW_start_y,LEFT_SHOULDER_to_LEFT_ELBOW_end_x,LEFT_SHOULDER_to_LEFT_ELBOW_end_y,LEFT_ELBOW_to_LEFT_WRIST_start_x,LEFT_ELBOW_to_LEFT_WRIST_start_y,LEFT_ELBOW_to_LEFT_WRIST_end_x,LEFT_ELBOW_to_LEFT_WRIST_end_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_y,RIGHT_ELBOW_to_RIGHT_WRIST_start_x,RIGHT_ELBOW_to_RIGHT_WRIST_start_y,RIGHT_ELBOW_to_RIGHT_WRIST_end_x,RIGHT_ELBOW_to_RIGHT_WRIST_end_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y,LEFT_HIP_to_LEFT_KNEE_start_x,LEFT_HIP_to_LEFT_KNEE_start_y,LEFT_HIP_to_LEFT_KNEE_end_x,LEFT_HIP_to_LEFT_KNEE_end_y,LEFT_KNEE_to_LEFT_ANKLE_start_x,LEFT_KNEE_to_LEFT_ANKLE_start_y,LEFT_KNEE_to_LEFT_ANKLE_end_x,LEFT_KNEE_to_LEFT_ANKLE_end_y,RIGHT_HIP_to_RIGHT_KNEE_start_x,RIGHT_HIP_to_RIGHT_KNEE_start_y,RIGHT_HIP_to_RIGHT_KNEE_end_x,RIGHT_HIP_to_RIGHT_KNEE_end_y,RIGHT_KNEE_to_RIGHT_ANKLE_start_x,RIGHT_KNEE_to_RIGHT_ANKLE_start_y,RIGHT_KNEE_to_RIGHT_ANKLE_end_x,RIGHT_KNEE_to_RIGHT_ANKLE_end_y,LEFT_SHOULDER_to_LEFT_HIP_start_x,LEFT_SHOULDER_to_LEFT_HIP_start_y,LEFT_SHOULDER_to_LEFT_HIP_end_x,LEFT_SHOULDER_to_LEFT_HIP_end_y,RIGHT_SHOULDER_to_RIGHT_HIP_start_x,RIGHT_SHOULDER_to_RIGHT_HIP_start_y,RIGHT_SHOULDER_to_RIGHT_HIP_end_x,RIGHT_SHOULDER_to_RIGHT_HIP_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y
376,78,553,16,596,16,596,34,571,157,555,189,559,189,559,205,531,78,553,157,555,31,687,91,699,31,687,75,654,75,654,80,715,91,699,209,674,209,674,141,758,78,553,31,687,157,555,91,699,31,687,91,699
377,78,555,16,597,16,597,34,572,157,555,182,567,182,567,205,532,78,555,157,555,31,688,91,700,31,688,75,654,75,654,80,719,91,700,209,674,209,674,141,761,78,555,31,688,157,555,91,700,31,688,91,700
378,78,556,16,597,16,597,34,572,157,556,180,570,180,570,205,533,78,556,157,556,30,688,92,701,30,688,72,655,72,655,80,718,92,701,209,674,209,674,141,761,78,556,30,688,157,556,92,701,30,688,92,701
379,78,556,16,598,16,598,34,573,157,557,180,567,180,567,205,533,78,556,157,557,30,689,92,703,30,689,72,652,72,652,80,714,92,703,209,674,209,674,146,761,78,556,30,689,157,557,92,703,30,689,92,703
380,78,556,16,597,16,597,34,573,158,557,181,566,181,566,206,534,78,556,158,557,30,689,92,703,30,689,72,650,72,650,80,705,92,703,209,675,209,675,149,761,78,556,30,689,158,557,92,703,30,689,92,703
381,78,557,16,597,16,597,34,573,158,558,179,571,179,571,206,535,78,557,158,558,30,689,90,703,30,689,78,650,78,650,84,706,90,703,209,675,209,675,149,763,78,557,30,689,158,558,90,703,30,689,90,703
382,78,557,16,597,16,597,35,573,157,558,178,574,178,574,206,536,78,557,157,558,30,689,90,703,30,689,78,653,78,653,83,707,90,703,209,675,209,675,149,766,78,557,30,689,157,558,90,703,30,689,90,703
383,79,557,16,597,16,597,35,573,157,558,175,575,175,575,206,537,79,557,157,558,30,689,90,703,30,689,76,662,76,662,82,720,90,703,209,675,209,675,148,770,79,557,30,689,157,558,90,703,30,689,90,703
384,79,557,16,597,16,597,36,573,157,558,175,576,175,576,207,537,79,557,157,558,30,689,90,703,30,689,77,667,77,667,82,729,90,703,209,676,209,676,147,776,79,557,30,689,157,558,90,703,30,689,90,703
385,79,557,16,597,16,597,36,573,156,559,175,577,175,577,207,537,79,557,156,559,30,690,89,703,30,690,85,668,85,668,86,736,89,703,209,676,209,676,148,779,79,557,30,690,156,559,89,703,30,690,89,703
386,79,557,16,597,16,597,36,573,156,559,176,578,176,578,207,537,79,557,156,559,30,690,88,703,30,690,94,669,94,669,91,742,88,703,209,676,209,676,148,779,79,557,30,690,156,559,88,703,30,690,88,703
387,80,557,17,597,17,597,37,575,156,559,176,578,176,578,208,537,80,557,156,559,30,689,88,702,30,689,91,666,91,666,84,733,88,702,209,676,209,676,149,777,80,557,30,689,156,559,88,702,30,689,88,702
388,80,557,17,597,17,597,37,575,156,559,176,577,176,577,208,537,80,557,156,559,30,689,88,702,30,689,81,665,81,665,78,727,88,702,209,676,209,676,149,777,80,557,30,689,156,559,88,702,30,689,88,702
389,80,555,20,592,20,592,37,575,156,558,177,574,177,574,209,536,80,555,156,558,31,686,90,702,31,686,63,659,63,659,73,713,90,702,209,676,209,676,150,761,80,555,31,686,156,558,90,702,31,686,90,702
390,84,554,22,589,22,589,37,575,156,557,181,567,181,567,209,536,84,554,156,557,32,685,91,701,32,685,65,657,65,657,74,713,91,701,210,676,210,676,150,754,84,554,32,685,156,557,91,701,32,685,91,701
391,83,554,22,588,22,588,36,575,156,556,182,564,182,564,209,533,83,554,156,556,34,683,94,697,34,683,54,656,54,656,72,714,94,697,210,676,210,676,152,757,83,554,34,683,156,556,94,697,34,683,94,697
392,84,554,23,587,23,587,36,575,157,556,183,563,183,563,210,531,84,554,157,556,36,681,96,695,36,681,48,658,48,658,69,715,96,695,209,676,209,676,154,758,84,554,36,681,157,556,96,695,36,681,96,695
393,84,552,24,580,24,580,38,575,157,553,187,553,187,553,210,529,84,552,157,553,37,678,97,690,37,678,50,662,50,662,70,726,97,690,209,676,209,676,158,762,84,552,37,678,157,553,97,690,37,678,97,690
394,83,552,24,582,24,582,38,575,157,552,187,556,187,556,210,529,83,552,157,552,37,677,96,687,37,677,51,668,51,668,73,738,96,687,208,676,208,676,158,774,83,552,37,677,157,552,96,687,37,677,96,687
395,86,548,29,575,29,575,41,575,156,547,192,545,192,545,210,524,86,548,156,547,38,673,96,681,38,673,34,679,34,679,56,743,96,681,207,675,207,675,169,776,86,548,38,673,156,547,96,681,38,673,96,681
396,86,548,29,569,29,569,35,578,155,547,204,550,204,550,211,523,86,548,155,547,38,672,95,680,38,672,37,680,37,680,47,743,95,680,207,675,207,675,167,775,86,548,38,672,155,547,95,680,38,672,95,680
397,89,543,33,561,33,561,37,574,155,541,201,533,201,533,211,517,89,543,155,541,40,669,95,676,40,669,42,679,42,679,48,743,95,676,206,674,206,674,169,774,89,543,40,669,155,541,95,676,40,669,95,676
398,88,543,32,566,32,566,32,583,154,541,199,534,199,534,211,517,88,543,154,541,39,668,94,674,39,668,46,691,46,691,52,758,94,674,206,674,206,674,167,776,88,543,39,668,154,541,94,674,39,668,94,674
399,89,539,34,561,34,561,36,571,154,537,198,532,198,532,211,514,89,539,154,537,39,665,94,668,39,665,51,687,51,687,56,751,94,668,206,673,206,673,167,775,89,539,39,665,154,537,94,668,39,665,94,668
400,89,538,33,564,33,564,35,571,154,535,197,531,197,531,211,513,89,538,154,535,43,666,96,667,43,666,52,689,52,689,57,757,96,667,206,672,206,672,165,776,89,538,43,666,154,535,96,667,43,666,96,667
401,89,533,32,553,32,553,41,554,152,529,196,526,196,526,211,507,89,533,152,529,42,658,96,659,42,658,47,692,47,692,50,756,96,659,206,670,206,670,164,774,89,533,42,658,152,529,96,659,42,658,96,659
402,88,533,32,553,32,553,40,554,152,530,196,523,196,523,211,506,88,533,152,530,41,658,95,662,41,658,52,689,52,689,52,754,95,662,205,668,205,668,164,771,88,533,41,658,152,530,95,662,41,658,95,662
403,89,527,32,546,32,546,40,538,151,524,199,511,199,511,209,499,89,527,151,524,43,657,95,652,43,657,53,696,53,696,52,770,95,652,204,665,204,665,164,770,89,527,43,657,151,524,95,652,43,657,95,652
404,89,527,39,543,39,543,52,534,151,524,199,516,199,516,210,499,89,527,151,524,44,657,95,654,44,657,51,695,51,695,49,766,95,654,202,662,202,662,163,765,89,527,44,657,151,524,95,654,44,657,95,654
405,91,522,37,539,37,539,49,531,150,520,199,508,199,508,209,493,91,522,150,520,47,652,97,646,47,652,48,698,48,698,42,767,97,646,202,662,202,662,163,765,91,522,47,652,150,520,97,646,47,652,97,646
406,88,522,35,542,35,542,45,538,149,519,198,509,198,509,209,495,88,522,149,519,45,643,95,647,45,643,52,702,52,702,43,768,95,647,202,661,202,661,161,765,88,522,45,643,149,519,95,647,45,643,95,647
407,95,518,36,539,36,539,46,530,149,513,198,502,198,502,209,487,95,518,149,513,55,646,96,641,55,646,51,702,51,702,44,769,96,641,202,660,202,660,161,766,95,518,55,646,149,513,96,641,55,646,96,641
408,95,517,34,538,34,538,46,529,149,512,199,498,199,498,209,485,95,517,149,512,55,645,96,639,55,645,56,703,56,703,45,770,96,639,202,660,202,660,161,766,95,517,55,645,149,512,96,639,55,645,96,639
409,100,514,34,539,34,539,47,545,147,507,183,503,183,503,209,483,100,514,147,507,59,641,95,632,59,641,56,701,56,701,44,771,95,632,200,657,200,657,161,766,100,514,59,641,147,507,95,632,59,641,95,632
410,99,515,35,538,35,538,47,533,146,505,190,496,190,496,208,481,99,515,146,505,58,640,94,630,58,640,54,703,54,703,44,772,94,630,200,656,200,656,160,766,99,515,58,640,146,505,94,630,58,640,94,630
411,99,507,33,536,33,536,48,534,146,499,181,499,181,499,208,478,99,507,146,499,58,633,94,625,58,633,60,701,60,701,45,770,94,625,199,656,199,656,158,766,99,507,58,633,146,499,94,625,58,633,94,625
412,98,508,34,533,34,533,48,535,146,499,188,492,188,492,209,476,98,508,146,499,57,632,94,626,57,632,53,698,53,698,43,770,94,626,199,655,199,655,158,766,98,508,57,632,146,499,94,626,57,632,94,626
413,98,504,32,531,32,531,47,536,146,494,188,491,188,491,209,474,98,504,146,494,57,627,94,621,57,627,57,697,57,697,46,770,94,621,199,655,199,655,156,765,98,504,57,627,146,494,94,621,57,627,94,621
414,98,505,32,532,32,532,48,540,147,494,190,488,190,488,209,472,98,505,147,494,56,625,92,618,56,625,57,695,57,695,45,770,92,618,197,654,197,654,156,766,98,505,56,625,147,494,92,618,56,625,92,618
415,98,500,35,526,35,526,50,539,146,489,177,491,177,491,209,470,98,500,146,489,57,619,92,610,57,619,58,696,58,696,46,772,92,610,196,654,196,654,160,766,98,500,57,619,146,489,92,610,57,619,92,610
416,93,503,32,526,32,526,48,538,145,491,176,491,176,491,209,471,93,503,145,491,56,615,92,610,56,615,48,694,48,694,41,772,92,610,196,654,196,654,160,766,93,503,56,615,145,491,92,610,56,615,92,610
417,94,499,32,519,32,519,48,532,145,488,167,491,167,491,209,466,94,499,145,488,57,612,92,606,57,612,49,673,49,673,39,773,92,606,195,654,195,654,159,767,94,499,57,612,145,488,92,606,57,612,92,606
418,94,500,32,521,32,521,48,533,145,487,172,487,172,487,209,465,94,500,145,487,57,612,92,605,57,612,49,676,49,676,39,773,92,605,195,654,195,654,157,767,94,500,57,612,145,487,92,605,57,612,92,605
419,94,497,34,516,34,516,49,524,145,483,174,478,174,478,209,460,94,497,145,483,57,609,92,600,57,609,49,682,49,682,39,772,92,600,195,653,195,653,155,767,94,497,57,609,145,483,92,600,57,609,92,600
420,93,498,31,517,31,517,49,526,145,483,175,479,175,479,208,461,93,498,145,483,57,607,92,600,57,607,49,676,49,676,38,772,92,600,195,653,195,653,156,765,93,498,57,607,145,483,92,600,57,607,92,600
421,93,497,31,517,31,517,55,528,145,479,176,472,176,472,208,457,93,497,145,479,57,603,92,595,57,603,50,667,50,667,38,772,92,595,195,652,195,652,154,766,93,497,57,603,145,479,92,595,57,603,92,595
422,94,491,31,509,31,509,55,507,146,477,183,470,183,470,208,455,94,491,146,477,58,603,95,596,58,603,51,667,51,667,37,771,95,596,195,650,195,650,156,766,94,491,58,603,146,477,95,596,58,603,95,596
423,95,489,35,506,35,506,54,494,146,475,176,471,176,471,208,452,95,489,146,475,58,601,95,594,58,601,54,665,54,665,38,770,95,594,195,650,195,650,160,763,95,489,58,601,146,475,95,594,58,601,95,594
424,95,488,33,504,33,504,52,506,147,474,181,466,181,466,207,452,95,488,147,474,46,593,96,591,46,593,57,660,57,660,38,770,96,591,194,649,194,649,160,763,95,488,46,593,147,474,96,591,46,593,96,591
425,96,485,38,496,38,496,56,483,147,471,179,464,179,464,207,448,96,485,147,471,53,594,97,589,53,594,57,661,57,661,37,768,97,589,194,649,194,649,160,764,96,485,53,594,147,471,97,589,53,594,97,589
426,95,486,38,494,38,494,57,490,147,470,175,466,175,466,207,448,95,486,147,470,57,592,98,587,57,592,61,658,61,658,37,768,98,587,194,648,194,648,159,764,95,486,57,592,147,470,98,587,57,592,98,587
427,96,480,37,493,37,493,57,481,148,468,175,460,175,460,207,444,96,480,148,468,57,591,98,585,57,591,61,656,61,656,36,768,98,585,194,646,194,646,158,764,96,480,57,591,148,468,98,585,57,591,98,585
428,96,482,37,495,37,495,57,490,148,466,175,461,175,461,207,444,96,482,148,466,44,585,98,583,44,585,62,655,62,655,37,768,98,583,194,647,194,647,158,764,96,482,44,585,148,466,98,583,44,585,98,583
429,96,475,33,491,33,491,58,480,149,464,178,455,178,455,207,441,96,475,149,464,41,582,99,581,41,582,61,655,61,655,38,766,99,581,193,646,193,646,157,764,96,475,41,582,149,464,99,581,41,582,99,581
430,94,476,27,493,27,493,54,498,149,463,182,453,182,453,207,439,94,476,149,463,39,581,99,579,39,581,62,655,62,655,39,766,99,579,192,646,192,646,157,763,94,476,39,581,149,463,99,579,39,581,99,579
431,94,473,27,485,27,485,54,496,150,460,182,451,182,451,207,436,94,473,150,460,38,578,99,574,38,578,62,655,62,655,39,766,99,574,191,646,191,646,155,763,94,473,38,578,150,460,99,574,38,578,99,574
432,92,473,25,488,25,488,55,504,150,459,184,448,184,448,207,435,92,473,150,459,37,577,99,573,37,577,62,655,62,655,40,765,99,573,191,646,191,646,154,763,92,473,37,577,150,459,99,573,37,577,99,573
433,92,465,25,483,25,483,55,487,150,455,185,444,185,444,207,430,92,465,150,455,38,574,99,570,38,574,62,654,62,654,40,765,99,570,190,646,190,646,154,764,92,465,38,574,150,455,99,570,38,574,99,570
434,91,466,26,482,26,482,61,478,150,455,198,437,198,437,204,430,91,466,150,455,38,573,100,569,38,573,61,655,61,655,39,766,100,569,189,647,189,647,153,764,91,466,38,573,150,455,100,569,38,573,100,569
435,87,462,23,482,23,482,60,478,150,451,196,433,196,433,204,426,87,462,150,451,35,569,100,566,35,569,60,654,60,654,39,766,100,566,188,648,188,648,153,765,87,462,35,569,150,451,100,566,35,569,100,566
436,81,465,20,484,20,484,60,490,148,451,188,437,188,437,204,426,81,465,148,451,34,568,100,561,34,568,59,654,59,654,38,766,100,561,187,649,187,649,152,765,81,465,34,568,148,451,100,561,34,568,100,561
437,82,463,22,485,22,485,61,507,148,447,189,434,189,434,204,423,82,463,148,447,33,564,100,558,33,564,58,653,58,653,38,767,100,558,186,649,186,649,151,765,82,463,33,564,148,447,100,558,33,564,100,558
438,80,464,22,483,22,483,62,495,148,448,195,429,195,429,204,421,80,464,148,448,33,564,100,559,33,564,58,652,58,652,38,767,100,559,185,648,185,648,149,766,80,464,33,564,148,448,100,559,33,564,100,559
439,70,463,22,476,22,476,68,473,148,445,199,420,199,420,203,417,70,463,148,445,33,561,99,554,33,561,55,651,55,651,38,767,99,554,185,648,185,648,149,766,70,463,33,561,148,445,99,554,33,561,99,554
440,70,455,18,478,18,478,67,475,149,443,201,421,201,421,203,414,70,455,149,443,32,561,100,555,32,561,53,652,53,652,37,769,100,555,184,647,184,647,149,765,70,455,32,561,149,443,100,555,32,561,100,555
441,73,449,19,473,19,473,67,466,149,439,208,413,208,413,202,409,73,449,149,439,32,558,100,553,32,558,51,652,51,652,36,770,100,553,183,647,183,647,147,765,73,449,32,558,149,439,100,553,32,558,100,553
442,74,448,17,474,17,474,62,471,150,438,207,412,207,412,202,408,74,448,150,438,32,558,100,553,32,558,51,652,51,652,36,771,100,553,182,647,182,647,147,763,74,448,32,558,150,438,100,553,32,558,100,553
443,74,444,17,469,17,469,60,468,150,434,208,407,208,407,202,405,74,444,150,434,31,554,100,549,31,554,50,652,50,652,36,771,100,549,181,646,181,646,147,762,74,444,31,554,150,434,100,549,31,554,100,549
444,74,442,17,465,17,465,60,469,150,433,210,405,210,405,200,402,74,442,150,433,29,551,99,547,29,551,49,651,49,651,36,772,99,547,180,645,180,645,147,763,74,442,29,551,150,433,99,547,29,551,99,547
445,74,440,17,467,17,467,61,471,150,430,211,402,211,402,197,399,74,440,150,430,29,546,99,544,29,546,49,651,49,651,36,772,99,544,179,645,179,645,147,764,74,440,29,546,150,430,99,544,29,546,99,544
446,72,441,17,468,17,468,62,479,150,427,210,400,210,400,197,399,72,441,150,427,28,544,97,540,28,544,48,650,48,650,35,772,97,540,178,644,178,644,147,767,72,441,28,544,150,427,97,540,28,544,97,540
447,71,434,18,464,18,464,66,475,150,423,210,399,210,399,196,395,71,434,150,423,27,543,96,538,27,543,49,650,49,650,35,772,96,538,177,643,177,643,146,766,71,434,27,543,150,423,96,538,27,543,96,538
448,67,437,20,466,20,466,67,483,150,424,209,397,209,397,194,392,67,437,150,424,27,543,96,535,27,543,49,650,49,650,35,773,96,535,176,642,176,642,146,766,67,437,27,543,150,424,96,535,27,543,96,535
449,67,437,19,467,19,467,64,481,150,422,208,394,208,394,195,388,67,437,150,422,27,540,96,532,27,540,49,650,49,650,35,774,96,532,175,641,175,641,146,766,67,437,27,540,150,422,96,532,27,540,96,532
450,68,434,33,458,33,458,77,451,149,421,208,393,208,393,193,387,68,434,149,421,27,536,95,527,27,536,49,650,49,650,35,774,95,527,174,639,174,639,146,766,68,434,27,536,149,421,95,527,27,536,95,527
451,66,432,31,459,31,459,76,455,149,417,208,390,208,390,193,385,66,432,149,417,27,534,95,524,27,534,49,650,49,650,35,774,95,524,174,639,174,639,146,767,66,432,27,534,149,417,95,524,27,534,95,524
452,66,432,27,460,27,460,74,459,149,415,204,391,204,391,193,385,66,432,149,415,27,533,95,524,27,533,49,650,49,650,35,774,95,524,174,639,174,639,145,768,66,432,27,533,149,415,95,524,27,533,95,524
453,66,430,29,450,29,450,73,437,149,413,205,385,205,385,189,381,66,430,149,413,27,531,95,523,27,531,49,651,49,651,35,774,95,523,173,639,173,639,144,767,66,430,27,531,149,413,95,523,27,531,95,523
454,66,427,28,448,28,448,72,433,150,412,205,385,205,385,189,380,66,427,150,412,27,528,96,524,27,528,48,651,48,651,33,775,96,524,173,639,173,639,143,767,66,427,27,528,150,412,96,524,27,528,96,524
455,65,422,26,439,26,439,61,418,150,411,206,381,206,381,190,376,65,422,150,411,29,529,97,525,29,529,48,651,48,651,33,775,97,525,173,640,173,640,143,766,65,422,29,529,150,411,97,525,29,529,97,525
456,65,422,25,439,25,439,61,421,151,411,207,379,207,379,188,374,65,422,151,411,30,528,98,525,30,528,48,651,48,651,33,775,98,525,172,640,172,640,143,766,65,422,30,528,151,411,98,525,30,528,98,525
457,64,420,21,438,21,438,58,419,151,408,203,379,203,379,194,370,64,420,151,408,31,526,99,523,31,526,47,651,47,651,33,775,99,523,171,640,171,640,144,766,64,420,31,526,151,408,99,523,31,526,99,523
458,63,419,21,432,21,432,58,418,151,405,206,374,206,374,193,370,63,419,151,405,32,526,99,524,32,526,47,651,47,651,33,775,99,524,171,640,171,640,144,765,63,419,32,526,151,405,99,524,32,526,99,524
459,64,416,15,437,15,437,55,419,151,401,200,376,200,376,198,365,64,416,151,401,33,525,100,523,33,525,47,651,47,651,32,775,100,523,170,640,170,640,144,765,64,416,33,525,151,401,100,523,33,525,100,523
460,63,415,14,438,14,438,56,420,151,401,201,373,201,373,197,364,63,415,151,401,33,524,100,521,33,524,47,651,47,651,32,776,100,521,169,640,169,640,144,766,63,415,33,524,151,401,100,521,33,524,100,521
461,63,411,15,436,15,436,56,415,151,397,201,371,201,371,197,360,63,411,151,397,35,521,101,520,35,521,47,652,47,652,33,777,101,520,167,640,167,640,144,767,63,411,35,521,151,397,101,520,35,521,101,520
462,63,412,15,401,15,401,57,412,151,398,205,365,205,365,191,359,63,412,151,398,35,520,101,519,35,520,47,652,47,652,33,778,101,519,167,640,167,640,144,766,63,412,35,520,151,398,101,519,35,520,101,519
463,62,408,15,415,15,415,57,411,151,393,205,364,205,364,191,355,62,408,151,393,35,519,101,519,35,519,47,652,47,652,34,778,101,519,165,640,165,640,143,767,62,408,35,519,151,393,101,519,35,519,101,519
464,62,403,13,421,13,421,56,409,152,393,206,361,206,361,188,355,62,403,152,393,36,517,102,519,36,517,47,652,47,652,34,779,102,519,164,640,164,640,143,766,62,403,36,517,152,393,102,519,36,517,102,519
465,62,399,14,418,14,418,55,401,152,390,209,356,209,356,186,352,62,399,152,390,36,515,102,518,36,515,47,652,47,652,36,779,102,518,163,640,163,640,143,768,62,399,36,515,152,390,102,518,36,515,102,518
466,61,401,13,421,13,421,54,401,152,390,209,355,209,355,186,352,61,401,152,390,37,514,102,517,37,514,46,652,46,652,37,779,102,517,163,641,163,641,143,768,61,401,37,514,152,390,102,517,37,514,102,517
467,62,396,13,416,13,416,51,398,152,388,209,353,209,353,186,346,62,396,152,388,37,513,102,517,37,513,46,652,46,652,37,779,102,517,161,641,161,641,143,770,62,396,37,513,152,388,102,517,37,513,102,517
468,62,396,13,415,13,415,52,399,152,387,209,351,209,351,187,347,62,396,152,387,37,512,103,516,37,512,46,652,46,652,38,779,103,516,161,641,161,641,143,771,62,396,37,512,152,387,103,516,37,512,103,516
469,63,394,14,413,14,413,51,395,152,384,210,348,210,348,186,344,63,394,152,384,38,511,103,515,38,511,46,652,46,652,39,779,103,515,159,641,159,641,143,770,63,394,38,511,152,384,103,515,38,511,103,515
470,64,391,14,413,14,413,51,395,152,385,210,345,210,345,185,338,64,391,152,385,39,511,103,516,39,511,46,652,46,652,39,779,103,516,159,640,159,640,144,770,64,391,39,511,152,385,103,516,39,511,103,516
471,64,393,12,383,12,383,51,393,150,382,210,345,210,345,186,339,64,393,150,382,39,511,103,512,39,511,46,652,46,652,39,777,103,512,158,640,158,640,145,763,64,393,39,511,150,382,103,512,39,511,103,512
472,64,390,12,393,12,393,51,392,150,380,210,344,210,344,184,337,64,390,150,380,40,511,103,513,40,511,46,652,46,652,39,777,103,513,158,640,158,640,145,763,64,390,40,511,150,380,103,513,40,511,103,513
473,64,390,16,397,16,397,52,391,148,378,205,346,205,346,188,337,64,390,148,378,40,510,102,510,40,510,46,652,46,652,38,776,102,510,157,639,157,639,146,763,64,390,40,510,148,378,102,510,40,510,102,510
474,64,389,11,384,11,384,52,391,148,377,205,342,205,342,186,336,64,389,148,377,41,510,102,510,41,510,46,651,46,651,38,776,102,510,156,639,156,639,146,761,64,389,41,510,148,377,102,510,41,510,102,510
475,64,388,12,385,12,385,51,387,147,375,197,343,197,343,190,337,64,388,147,375,42,510,102,509,42,510,46,651,46,651,38,776,102,509,155,638,155,638,144,759,64,388,42,510,147,375,102,509,42,510,102,509
476,63,387,11,392,11,392,52,388,147,375,198,340,198,340,189,337,63,387,147,375,42,510,103,509,42,510,47,650,47,650,38,777,103,509,155,638,155,638,144,759,63,387,42,510,147,375,103,509,42,510,103,509
477,63,386,11,395,11,395,49,384,147,373,199,337,199,337,191,332,63,386,147,373,43,510,103,509,43,510,47,650,47,650,36,777,103,509,154,637,154,637,143,757,63,386,43,510,147,373,103,509,43,510,103,509
478,62,385,11,379,11,379,49,382,146,373,200,336,200,336,190,331,62,385,146,373,43,510,103,509,43,510,47,650,47,650,36,777,103,509,154,637,154,637,143,756,62,385,43,510,146,373,103,509,43,510,103,509
479,62,382,4,373,4,373,45,381,146,370,200,334,200,334,190,327,62,382,146,370,43,510,103,509,43,510,47,650,47,650,36,777,103,509,153,637,153,637,142,756,62,382,43,510,146,370,103,509,43,510,103,509
480,62,382,7,382,7,382,46,381,146,369,200,334,200,334,190,328,62,382,146,369,43,511,103,508,43,511,46,650,46,650,34,777,103,508,152,637,152,637,142,756,62,382,43,511,146,369,103,508,43,511,103,508
481,63,380,8,386,8,386,46,379,146,369,200,333,200,333,189,326,63,380,146,369,45,511,104,508,45,511,46,650,46,650,33,777,104,508,151,637,151,637,140,756,63,380,45,511,146,369,104,508,45,511,104,508
482,63,379,8,387,8,387,46,380,146,368,201,332,201,332,187,325,63,379,146,368,46,511,104,508,46,511,46,650,46,650,33,777,104,508,150,636,150,636,140,753,63,379,46,511,146,368,104,508,46,511,104,508
483,63,378,8,388,8,388,46,379,145,367,201,330,201,330,186,325,63,378,145,367,48,511,105,508,48,511,46,649,46,649,33,777,105,508,149,635,149,635,139,754,63,378,48,511,145,367,105,508,48,511,105,508
484,63,376,8,389,8,389,48,380,145,366,201,329,201,329,184,325,63,376,145,366,49,511,106,508,49,511,46,649,46,649,33,777,106,508,148,635,148,635,139,754,63,376,49,511,145,366,106,508,49,511,106,508
485,63,376,8,389,8,389,48,379,145,365,201,328,201,328,184,324,63,376,145,365,50,511,106,508,50,511,46,648,46,648,33,776,106,508,146,635,146,635,138,754,63,376,50,511,145,365,106,508,50,511,106,508
486,63,375,9,390,9,390,48,379,144,364,201,328,201,328,184,323,63,375,144,364,51,511,107,509,51,511,46,648,46,648,32,775,107,509,144,635,144,635,137,755,63,375,51,511,144,364,107,509,51,511,107,509
