Frame,LEFT_SHOULDER_to_LEFT_ELBOW_start_x,LEFT_SHOULDER_to_LEFT_ELBOW_start_y,LEFT_SHOULDER_to_LEFT_ELBOW_end_x,LEFT_SHOULDER_to_LEFT_ELBOW_end_y,LEFT_ELBOW_to_LEFT_WRIST_start_x,LEFT_ELBOW_to_LEFT_WRIST_start_y,LEFT_ELBOW_to_LEFT_WRIST_end_x,LEFT_ELBOW_to_LEFT_WRIST_end_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_y,RIGHT_ELBOW_to_RIGHT_WRIST_start_x,RIGHT_ELBOW_to_RIGHT_WRIST_start_y,RIGHT_ELBOW_to_RIGHT_WRIST_end_x,RIGHT_ELBOW_to_RIGHT_WRIST_end_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y,LEFT_HIP_to_LEFT_KNEE_start_x,LEFT_HIP_to_LEFT_KNEE_start_y,LEFT_HIP_to_LEFT_KNEE_end_x,LEFT_HIP_to_LEFT_KNEE_end_y,LEFT_KNEE_to_LEFT_ANKLE_start_x,LEFT_KNEE_to_LEFT_ANKLE_start_y,LEFT_KNEE_to_LEFT_ANKLE_end_x,LEFT_KNEE_to_LEFT_ANKLE_end_y,RIGHT_HIP_to_RIGHT_KNEE_start_x,RIGHT_HIP_to_RIGHT_KNEE_start_y,RIGHT_HIP_to_RIGHT_KNEE_end_x,RIGHT_HIP_to_RIGHT_KNEE_end_y,RIGHT_KNEE_to_RIGHT_ANKLE_start_x,RIGHT_KNEE_to_RIGHT_ANKLE_start_y,RIGHT_KNEE_to_RIGHT_ANKLE_end_x,RIGHT_KNEE_to_RIGHT_ANKLE_end_y,LEFT_SHOULDER_to_LEFT_HIP_start_x,LEFT_SHOULDER_to_LEFT_HIP_start_y,LEFT_SHOULDER_to_LEFT_HIP_end_x,LEFT_SHOULDER_to_LEFT_HIP_end_y,RIGHT_SHOULDER_to_RIGHT_HIP_start_x,RIGHT_SHOULDER_to_RIGHT_HIP_start_y,RIGHT_SHOULDER_to_RIGHT_HIP_end_x,RIGHT_SHOULDER_to_RIGHT_HIP_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y
499,66,369,14,382,14,382,57,372,142,356,200,316,200,316,182,318,66,369,142,356,60,512,113,507,60,512,51,647,51,647,30,781,113,507,131,638,131,638,135,772,66,369,60,512,142,356,113,507,60,512,113,507
500,66,369,14,382,14,382,57,372,142,355,200,316,200,316,182,318,66,369,142,355,61,512,112,507,61,512,51,647,51,647,30,780,112,507,131,637,131,637,136,772,66,369,61,512,142,355,112,507,61,512,112,507
501,66,369,12,382,12,382,56,372,142,355,199,316,199,316,182,318,66,369,142,355,61,512,112,507,61,512,51,647,51,647,31,780,112,507,130,636,130,636,136,769,66,369,61,512,142,355,112,507,61,512,112,507
502,66,369,11,382,11,382,56,372,142,355,199,316,199,316,182,318,66,369,142,355,61,512,112,506,61,512,52,648,52,648,32,780,112,506,129,635,129,635,136,767,66,369,61,512,142,355,112,506,61,512,112,506
503,66,370,11,382,11,382,55,372,141,355,197,316,197,316,188,318,66,370,141,355,61,512,112,506,61,512,52,647,52,647,32,779,112,506,129,635,129,635,136,766,66,370,61,512,141,355,112,506,61,512,112,506
504,66,370,10,382,10,382,54,372,140,355,191,320,191,320,191,318,66,370,140,355,61,512,111,505,61,512,52,647,52,647,33,779,111,505,129,635,129,635,137,765,66,370,61,512,140,355,111,505,61,512,111,505
505,65,370,10,382,10,382,52,373,140,355,187,322,187,322,194,318,65,370,140,355,61,511,111,504,61,511,52,647,52,647,33,778,111,504,129,634,129,634,137,768,65,370,61,511,140,355,111,504,61,511,111,504
506,65,370,9,382,9,382,50,373,139,355,188,323,188,323,194,317,65,370,139,355,61,510,110,503,61,510,53,647,53,647,34,778,110,503,129,635,129,635,137,772,65,370,61,510,139,355,110,503,61,510,110,503
507,64,370,9,382,9,382,49,373,139,355,186,327,186,327,194,317,64,370,139,355,60,510,110,503,60,510,53,647,53,647,35,778,110,503,129,635,129,635,138,771,64,370,60,510,139,355,110,503,60,510,110,503
508,64,370,9,383,9,383,49,373,139,355,183,329,183,329,194,317,64,370,139,355,60,510,110,503,60,510,53,647,53,647,36,778,110,503,129,636,129,636,138,775,64,370,60,510,139,355,110,503,60,510,110,503
509,64,370,8,383,8,383,46,371,138,355,180,333,180,333,195,317,64,370,138,355,60,510,110,503,60,510,53,647,53,647,36,778,110,503,129,637,129,637,138,775,64,370,60,510,138,355,110,503,60,510,110,503
510,64,371,10,383,10,383,46,371,138,355,181,332,181,332,194,318,64,371,138,355,60,510,110,503,60,510,53,647,53,647,36,778,110,503,128,637,128,637,138,775,64,371,60,510,138,355,110,503,60,510,110,503
511,65,371,10,383,10,383,46,371,139,355,182,332,182,332,195,318,65,371,139,355,60,510,110,503,60,510,53,648,53,648,36,778,110,503,128,638,128,638,139,776,65,371,60,510,139,355,110,503,60,510,110,503
512,65,371,10,383,10,383,45,371,139,355,182,332,182,332,195,318,65,371,139,355,60,510,110,503,60,510,53,648,53,648,36,778,110,503,128,638,128,638,139,776,65,371,60,510,139,355,110,503,60,510,110,503
513,65,371,10,383,10,383,42,368,139,355,186,331,186,331,195,317,65,371,139,355,60,509,109,503,60,509,53,648,53,648,36,778,109,503,128,638,128,638,139,776,65,371,60,509,139,355,109,503,60,509,109,503
514,65,371,10,383,10,383,41,368,139,355,188,331,188,331,195,317,65,371,139,355,60,509,109,503,60,509,53,648,53,648,35,778,109,503,128,638,128,638,140,776,65,371,60,509,139,355,109,503,60,509,109,503
515,65,371,10,384,10,384,37,368,139,355,179,336,179,336,200,317,65,371,139,355,60,509,109,503,60,509,53,648,53,648,34,777,109,503,128,638,128,638,140,776,65,371,60,509,139,355,109,503,60,509,109,503
516,65,371,10,385,10,385,35,368,138,355,176,337,176,337,202,317,65,371,138,355,60,509,109,503,60,509,53,648,53,648,34,777,109,503,129,638,129,638,140,776,65,371,60,509,138,355,109,503,60,509,109,503
517,65,371,10,386,10,386,30,367,138,355,172,340,172,340,204,317,65,371,138,355,60,509,109,503,60,509,54,647,54,647,34,777,109,503,130,637,130,637,140,774,65,371,60,509,138,355,109,503,60,509,109,503
518,66,371,10,386,10,386,28,366,138,355,172,341,172,341,205,317,66,371,138,355,60,509,109,503,60,509,54,647,54,647,34,776,109,503,130,636,130,636,140,772,66,371,60,509,138,355,109,503,60,509,109,503
519,66,371,10,387,10,387,28,365,138,356,170,341,170,341,205,317,66,371,138,356,60,509,109,503,60,509,54,647,54,647,34,776,109,503,130,636,130,636,140,772,66,371,60,509,138,356,109,503,60,509,109,503
520,66,371,10,387,10,387,28,365,138,356,170,341,170,341,205,317,66,371,138,356,60,509,109,503,60,509,54,647,54,647,34,776,109,503,131,636,131,636,140,773,66,371,60,509,138,356,109,503,60,509,109,503
521,66,372,9,387,9,387,26,364,137,356,171,341,171,341,205,316,66,372,137,356,60,509,109,503,60,509,54,647,54,647,34,776,109,503,132,636,132,636,140,773,66,372,60,509,137,356,109,503,60,509,109,503
522,66,372,9,388,9,388,25,363,137,356,171,341,171,341,206,316,66,372,137,356,60,508,109,502,60,508,54,647,54,647,34,776,109,502,132,636,132,636,141,773,66,372,60,508,137,356,109,502,60,508,109,502
523,66,371,9,389,9,389,24,363,137,356,172,341,172,341,207,315,66,371,137,356,60,508,109,502,60,508,54,647,54,647,33,776,109,502,133,636,133,636,141,773,66,371,60,508,137,356,109,502,60,508,109,502
524,66,371,9,390,9,390,24,363,137,356,172,341,172,341,207,315,66,371,137,356,60,508,109,502,60,508,54,647,54,647,33,776,109,502,133,636,133,636,141,773,66,371,60,508,137,356,109,502,60,508,109,502
525,66,370,9,390,9,390,24,362,137,357,175,339,175,339,208,315,66,370,137,357,60,508,109,502,60,508,54,647,54,647,33,776,109,502,134,636,134,636,141,773,66,370,60,508,137,357,109,502,60,508,109,502
526,66,370,9,390,9,390,24,362,137,358,177,338,177,338,208,314,66,370,137,358,60,508,109,502,60,508,54,647,54,647,33,776,109,502,134,636,134,636,141,771,66,370,60,508,137,358,109,502,60,508,109,502
527,66,370,9,390,9,390,24,362,137,358,180,336,180,336,208,314,66,370,137,358,60,507,109,502,60,507,54,647,54,647,33,776,109,502,135,636,135,636,141,771,66,370,60,507,137,358,109,502,60,507,109,502
528,66,370,8,390,8,390,25,362,137,358,182,335,182,335,207,314,66,370,137,358,59,507,109,502,59,507,54,647,54,647,33,777,109,502,135,636,135,636,141,770,66,370,59,507,137,358,109,502,59,507,109,502
529,64,370,7,390,7,390,25,362,137,358,182,334,182,334,205,314,64,370,137,358,57,507,109,502,57,507,54,647,54,647,33,777,109,502,135,636,135,636,141,770,64,370,57,507,137,358,109,502,57,507,109,502
530,64,370,7,390,7,390,25,362,137,358,181,334,181,334,203,315,64,370,137,358,56,507,109,502,56,507,54,647,54,647,33,777,109,502,136,636,136,636,141,771,64,370,56,507,137,358,109,502,56,507,109,502
531,62,372,6,390,6,390,28,366,136,358,178,334,178,334,203,315,62,372,136,358,55,507,108,502,55,507,54,647,54,647,33,777,108,502,137,636,137,636,141,772,62,372,55,507,136,358,108,502,55,507,108,502
532,62,372,6,391,6,391,29,368,136,358,175,335,175,335,202,316,62,372,136,358,54,507,108,502,54,507,54,647,54,647,33,777,108,502,137,636,137,636,141,773,62,372,54,507,136,358,108,502,54,507,108,502
533,61,373,5,391,5,391,30,370,136,359,175,335,175,335,201,317,61,373,136,359,54,508,108,502,54,508,53,647,53,647,33,777,108,502,138,636,138,636,142,774,61,373,54,508,136,359,108,502,54,508,108,502
534,61,373,4,391,4,391,31,371,135,359,174,335,174,335,201,317,61,373,135,359,54,508,107,502,54,508,53,647,53,647,33,777,107,502,138,636,138,636,142,774,61,373,54,508,135,359,107,502,54,508,107,502
535,61,373,4,391,4,391,31,371,135,359,175,334,175,334,201,317,61,373,135,359,53,508,107,502,53,508,53,647,53,647,33,777,107,502,138,636,138,636,142,774,61,373,53,508,135,359,107,502,53,508,107,502
536,60,372,3,391,3,391,31,371,135,359,176,334,176,334,201,318,60,372,135,359,53,508,107,502,53,508,53,647,53,647,33,777,107,502,138,636,138,636,142,774,60,372,53,508,135,359,107,502,53,508,107,502
537,60,372,2,389,2,389,34,371,136,359,178,332,178,332,199,317,60,372,136,359,52,508,107,503,52,508,53,647,53,647,33,776,107,503,137,636,137,636,142,773,60,372,52,508,136,359,107,503,52,508,107,503
538,60,372,2,388,2,388,35,371,136,360,179,331,179,331,198,317,60,372,136,360,52,509,106,504,52,509,53,647,53,647,33,776,106,504,137,636,137,636,141,770,60,372,52,509,136,360,106,504,52,509,106,504
539,60,372,1,386,1,386,36,371,136,360,179,331,179,331,195,317,60,372,136,360,51,509,105,504,51,509,53,647,53,647,33,776,105,504,136,636,136,636,141,767,60,372,51,509,136,360,105,504,51,509,105,504
540,60,373,1,385,1,385,37,371,136,360,178,331,178,331,195,317,60,373,136,360,50,511,105,506,50,511,53,647,53,647,33,776,105,506,136,636,136,636,141,768,60,373,50,511,136,360,105,506,50,511,105,506
541,60,373,1,384,1,384,37,371,136,361,178,331,178,331,194,318,60,373,136,361,49,511,104,506,49,511,52,647,52,647,33,776,104,506,136,636,136,636,141,768,60,373,49,511,136,361,104,506,49,511,104,506
542,60,374,1,384,1,384,37,371,136,361,177,331,177,331,194,318,60,374,136,361,48,511,103,506,48,511,52,647,52,647,33,776,103,506,136,636,136,636,141,768,60,374,48,511,136,361,103,506,48,511,103,506
543,60,375,2,384,2,384,38,369,135,362,176,333,176,333,193,318,60,375,135,362,47,511,102,506,47,511,52,647,52,647,33,776,102,506,135,636,135,636,140,766,60,375,47,511,135,362,102,506,47,511,102,506
544,61,375,2,384,2,384,38,369,135,362,175,334,175,334,193,319,61,375,135,362,47,511,101,506,47,511,52,647,52,647,33,776,101,506,135,636,135,636,140,762,61,375,47,511,135,362,101,506,47,511,101,506
545,61,376,3,384,3,384,38,369,133,362,170,336,170,336,193,319,61,376,133,362,46,511,99,506,46,511,52,647,52,647,32,776,99,506,135,635,135,635,140,763,61,376,46,511,133,362,99,506,46,511,99,506
546,61,377,3,384,3,384,38,369,132,362,168,338,168,338,193,320,61,377,132,362,46,512,98,506,46,512,52,647,52,647,32,776,98,506,135,635,135,635,140,761,61,377,46,512,132,362,98,506,46,512,98,506
547,62,377,3,384,3,384,37,369,131,362,168,338,168,338,194,320,62,377,131,362,46,512,97,506,46,512,52,648,52,648,32,777,97,506,135,634,135,634,140,758,62,377,46,512,131,362,97,506,46,512,97,506
548,62,377,3,385,3,385,37,369,130,362,166,339,166,339,194,320,62,377,130,362,46,512,97,506,46,512,52,648,52,648,32,777,97,506,135,634,135,634,140,759,62,377,46,512,130,362,97,506,46,512,97,506
549,63,377,3,385,3,385,39,369,130,362,170,337,170,337,193,320,63,377,130,362,45,513,96,506,45,513,52,648,52,648,32,777,96,506,135,634,135,634,139,757,63,377,45,513,130,362,96,506,45,513,96,506
550,63,377,3,386,3,386,40,369,130,362,171,336,171,336,192,321,63,377,130,362,45,513,96,506,45,513,52,648,52,648,32,777,96,506,135,634,135,634,138,757,63,377,45,513,130,362,96,506,45,513,96,506
551,65,380,13,407,13,407,47,466,130,362,174,335,174,335,189,322,65,380,130,362,45,512,95,505,45,512,52,648,52,648,32,778,95,505,136,634,136,634,138,761,65,380,45,512,130,362,95,505,45,512,95,505
552,65,381,18,419,18,419,50,479,130,361,175,334,175,334,188,323,65,381,130,361,45,512,94,505,45,512,51,648,51,648,31,778,94,505,137,634,137,634,137,763,65,381,45,512,130,361,94,505,45,512,94,505
553,65,381,16,412,16,412,49,454,130,361,176,334,176,334,188,322,65,381,130,361,44,512,94,504,44,512,51,648,51,648,31,779,94,504,138,634,138,634,137,764,65,381,44,512,130,361,94,504,44,512,94,504
554,66,381,15,395,15,395,48,379,129,361,172,331,172,331,188,322,66,381,129,361,44,512,93,503,44,512,51,648,51,648,31,779,93,503,138,631,138,631,137,764,66,381,44,512,129,361,93,503,44,512,93,503
555,65,380,5,386,5,386,44,368,131,362,178,331,178,331,188,322,65,380,131,362,43,511,93,503,43,511,51,648,51,648,30,779,93,503,139,631,139,631,137,765,65,380,43,511,131,362,93,503,43,511,93,503
556,64,380,2,384,2,384,42,367,131,362,180,331,180,331,188,322,64,380,131,362,43,511,93,503,43,511,50,648,50,648,30,779,93,503,139,631,139,631,137,765,64,380,43,511,131,362,93,503,43,511,93,503
557,63,380,3,381,3,381,41,365,131,362,175,330,175,330,189,322,63,380,131,362,42,511,93,503,42,511,49,648,49,648,30,779,93,503,140,631,140,631,137,765,63,380,42,511,131,362,93,503,42,511,93,503
558,63,380,4,382,4,382,42,366,132,363,178,330,178,330,189,322,63,380,132,363,41,511,93,504,41,511,49,648,49,648,30,779,93,504,140,631,140,631,136,765,63,380,41,511,132,363,93,504,41,511,93,504
559,63,380,4,383,4,383,42,370,132,363,174,337,174,337,190,322,63,380,132,363,40,512,92,505,40,512,48,648,48,648,30,778,92,505,142,631,142,631,136,765,63,380,40,512,132,363,92,505,40,512,92,505
560,62,380,3,383,3,383,42,371,133,364,169,336,169,336,192,321,62,380,133,364,39,513,92,507,39,513,48,648,48,648,30,778,92,507,142,631,142,631,136,763,62,380,39,513,133,364,92,507,39,513,92,507
561,61,380,0,384,0,384,41,372,133,364,169,336,169,336,194,322,61,380,133,364,39,513,93,508,39,513,48,648,48,648,30,777,93,508,142,631,142,631,136,762,61,380,39,513,133,364,93,508,39,513,93,508
562,60,380,0,384,0,384,41,372,133,364,168,336,168,336,194,322,60,380,133,364,39,514,93,509,39,514,48,648,48,648,30,776,93,509,143,631,143,631,136,762,60,380,39,514,133,364,93,509,39,514,93,509
563,59,379,0,388,0,388,41,373,134,365,168,336,168,336,195,322,59,379,134,365,38,514,93,510,38,514,48,648,48,648,30,776,93,510,145,631,145,631,136,762,59,379,38,514,134,365,93,510,38,514,93,510
564,59,379,0,390,0,390,41,374,134,365,168,336,168,336,195,322,59,379,134,365,38,515,93,511,38,515,48,649,48,649,30,776,93,511,146,631,146,631,136,761,59,379,38,515,134,365,93,511,38,515,93,511
565,58,380,0,398,0,398,41,389,134,365,170,339,170,339,195,322,58,380,134,365,38,515,93,511,38,515,47,649,47,649,30,777,93,511,147,632,147,632,136,761,58,380,38,515,134,365,93,511,38,515,93,511
566,57,382,0,403,0,403,41,388,133,365,171,340,171,340,194,322,57,382,133,365,37,515,93,510,37,515,47,650,47,650,30,777,93,510,148,632,148,632,136,761,57,382,37,515,133,365,93,510,37,515,93,510
567,57,384,2,402,2,402,41,403,133,366,172,342,172,342,195,323,57,384,133,366,37,515,92,510,37,515,47,650,47,650,30,777,92,510,148,632,148,632,136,760,57,384,37,515,133,366,92,510,37,515,92,510
568,57,385,5,408,5,408,41,440,133,366,169,342,169,342,194,324,57,385,133,366,37,515,92,510,37,515,47,650,47,650,30,778,92,510,148,632,148,632,136,760,57,385,37,515,133,366,92,510,37,515,92,510
569,58,385,8,410,8,410,38,440,132,367,162,341,162,341,194,325,58,385,132,367,37,516,92,511,37,516,47,650,47,650,31,779,92,511,149,632,149,632,136,760,58,385,37,516,132,367,92,511,37,516,92,511
570,58,386,8,411,8,411,37,444,132,368,161,341,161,341,194,326,58,386,132,368,36,517,92,511,36,517,47,651,47,651,31,779,92,511,149,632,149,632,136,760,58,386,36,517,132,368,92,511,36,517,92,511
571,58,389,12,413,12,413,39,459,132,369,160,341,160,341,191,328,58,389,132,369,36,518,91,513,36,518,47,651,47,651,31,779,91,513,149,633,149,633,136,764,58,389,36,518,132,369,91,513,36,518,91,513
572,57,390,15,422,15,422,40,471,132,370,161,340,161,340,191,328,57,390,132,370,35,518,90,513,35,518,47,651,47,651,31,779,90,513,150,633,150,633,136,764,57,390,35,518,132,370,90,513,35,518,90,513
573,57,390,15,423,15,423,42,466,132,371,169,341,169,341,189,329,57,390,132,371,35,520,91,515,35,520,47,652,47,652,31,779,91,515,151,634,151,634,137,764,57,390,35,520,132,371,91,515,35,520,91,515
574,57,391,15,425,15,425,42,480,132,371,168,341,168,341,189,329,57,391,132,371,35,520,91,515,35,520,47,653,47,653,31,778,91,515,151,635,151,635,137,764,57,391,35,520,132,371,91,515,35,520,91,515
575,56,391,14,425,14,425,41,464,132,372,172,343,172,343,189,329,56,391,132,372,35,521,91,516,35,521,47,653,47,653,31,777,91,516,152,635,152,635,138,764,56,391,35,521,132,372,91,516,35,521,91,516
576,56,391,15,425,15,425,41,481,132,373,173,344,173,344,189,330,56,391,132,373,35,522,91,516,35,522,47,654,47,654,31,776,91,516,152,635,152,635,138,764,56,391,35,522,132,373,91,516,35,522,91,516
577,56,392,13,405,13,405,40,389,132,374,174,345,174,345,190,330,56,392,132,374,34,523,91,517,34,523,47,654,47,654,31,775,91,517,153,635,153,635,139,761,56,392,34,523,132,374,91,517,34,523,91,517
578,56,392,12,406,12,406,40,405,132,374,174,345,174,345,190,330,56,392,132,374,34,524,91,517,34,524,48,655,48,655,31,775,91,517,154,635,154,635,139,759,56,392,34,524,132,374,91,517,34,524,91,517
579,56,392,10,396,10,396,36,378,132,375,175,345,175,345,189,330,56,392,132,375,34,524,91,517,34,524,48,655,48,655,31,775,91,517,155,635,155,635,140,755,56,392,34,524,132,375,91,517,34,524,91,517
580,57,391,9,395,9,395,36,379,133,375,174,346,174,346,189,330,57,391,133,375,33,525,91,518,33,525,48,655,48,655,31,775,91,518,155,635,155,635,140,753,57,391,33,525,133,375,91,518,33,525,91,518
581,57,393,18,402,18,402,43,386,132,376,174,347,174,347,189,332,57,393,132,376,33,525,91,518,33,525,48,656,48,656,31,775,91,518,156,635,156,635,140,753,57,393,33,525,132,376,91,518,33,525,91,518
582,57,393,17,398,17,398,42,380,132,376,179,346,179,346,188,332,57,393,132,376,33,526,91,519,33,526,48,656,48,656,31,775,91,519,156,635,156,635,140,752,57,393,33,526,132,376,91,519,33,526,91,519
583,57,393,19,399,19,399,44,388,132,378,180,346,180,346,188,332,57,393,132,378,33,526,91,519,33,526,49,656,49,656,32,776,91,519,156,636,156,636,140,754,57,393,33,526,132,378,91,519,33,526,91,519
584,57,394,18,394,18,394,42,382,132,378,184,346,184,346,185,333,57,394,132,378,33,526,90,519,33,526,49,656,49,656,32,776,90,519,156,636,156,636,140,754,57,394,33,526,132,378,90,519,33,526,90,519
585,57,394,15,395,15,395,36,381,132,379,183,346,183,346,185,334,57,394,132,379,33,526,90,519,33,526,49,656,49,656,31,776,90,519,157,636,157,636,140,754,57,394,33,526,132,379,90,519,33,526,90,519
586,57,394,15,396,15,396,36,383,132,379,183,347,183,347,185,334,57,394,132,379,32,526,90,519,32,526,49,655,49,655,31,776,90,519,157,636,157,636,140,754,57,394,32,526,132,379,90,519,32,526,90,519
587,58,395,22,398,22,398,39,389,132,380,183,347,183,347,185,336,58,395,132,380,32,527,90,519,32,527,49,655,49,655,31,776,90,519,158,636,158,636,140,757,58,395,32,527,132,380,90,519,32,527,90,519
588,58,395,19,394,19,394,35,383,132,381,184,347,184,347,185,336,58,395,132,381,32,527,90,520,32,527,49,655,49,655,30,776,90,520,158,637,158,637,139,758,58,395,32,527,132,381,90,520,32,527,90,520
589,59,397,26,407,26,407,52,430,132,382,183,350,183,350,184,340,59,397,132,382,32,527,89,520,32,527,49,655,49,655,29,776,89,520,158,638,158,638,139,760,59,397,32,527,132,382,89,520,32,527,89,520
590,58,397,22,403,22,403,49,396,132,383,183,350,183,350,183,339,58,397,132,383,32,528,90,521,32,528,49,655,49,655,29,775,90,521,158,638,158,638,139,760,58,397,32,528,132,383,90,521,32,528,90,521
591,59,397,22,402,22,402,47,387,132,384,184,350,184,350,184,341,59,397,132,384,32,529,90,524,32,529,49,655,49,655,29,775,90,524,158,639,158,639,139,759,59,397,32,529,132,384,90,524,32,529,90,524
592,59,397,21,398,21,398,44,386,133,385,186,351,186,351,183,341,59,397,133,385,31,529,90,524,31,529,49,655,49,655,29,775,90,524,159,639,159,639,139,759,59,397,31,529,133,385,90,524,31,529,90,524
593,59,397,20,396,20,396,43,385,133,386,187,351,187,351,183,342,59,397,133,386,31,530,90,525,31,530,49,655,49,655,30,775,90,525,159,639,159,639,139,760,59,397,31,530,133,386,90,525,31,530,90,525
594,58,398,20,397,20,397,44,386,134,387,186,352,186,352,183,343,58,398,134,387,31,531,90,526,31,531,49,655,49,655,31,776,90,526,159,640,159,640,138,760,58,398,31,531,134,387,90,526,31,531,90,526
595,58,398,15,397,15,397,43,386,134,388,187,352,187,352,183,343,58,398,134,388,31,532,90,527,31,532,50,655,50,655,31,776,90,527,159,640,159,640,138,762,58,398,31,532,134,388,90,527,31,532,90,527
596,58,400,16,402,16,402,43,392,134,389,186,356,186,356,183,345,58,400,134,389,31,533,90,528,31,533,50,655,50,655,32,778,90,528,160,640,160,640,138,763,58,400,31,533,134,389,90,528,31,533,90,528
597,58,400,15,401,15,401,42,391,134,389,186,356,186,356,184,346,58,400,134,389,30,533,90,528,30,533,50,655,50,655,32,778,90,528,160,640,160,640,138,764,58,400,30,533,134,389,90,528,30,533,90,528
598,57,402,16,405,16,405,49,398,134,390,185,359,185,359,185,348,57,402,134,390,30,534,90,528,30,534,50,655,50,655,32,778,90,528,161,640,161,640,139,765,57,402,30,534,134,390,90,528,30,534,90,528
599,58,405,42,459,42,459,61,487,134,390,179,364,179,364,186,351,58,405,134,390,30,534,90,528,30,534,51,656,51,656,32,778,90,528,161,640,161,640,139,765,58,405,30,534,134,390,90,528,30,534,90,528
600,58,405,36,438,36,438,57,475,134,390,179,363,179,363,186,350,58,405,134,390,30,535,90,529,30,535,51,656,51,656,32,778,90,529,162,640,162,640,141,764,58,405,30,535,134,390,90,529,30,535,90,529
601,60,407,47,464,47,464,63,495,134,391,178,365,178,365,187,351,60,407,134,391,31,536,89,529,31,536,51,656,51,656,32,779,89,529,163,641,163,641,142,763,60,407,31,536,134,391,89,529,31,536,89,529
602,59,407,35,451,35,451,47,475,133,392,166,364,166,364,188,353,59,407,133,392,30,536,88,529,30,536,51,655,51,655,34,778,88,529,163,641,163,641,141,763,59,407,30,536,133,392,88,529,30,536,88,529
603,59,408,49,469,49,469,64,501,134,392,177,364,177,364,188,353,59,408,134,392,30,537,88,530,30,537,52,655,52,655,34,778,88,530,163,641,163,641,142,761,59,408,30,537,134,392,88,530,30,537,88,530
604,58,409,28,435,28,435,52,436,134,392,179,365,179,365,188,354,58,409,134,392,30,539,88,531,30,539,52,655,52,655,34,778,88,531,163,641,163,641,143,761,58,409,30,539,134,392,88,531,30,539,88,531
605,58,408,21,424,21,424,44,437,134,392,180,366,180,366,189,355,58,408,134,392,29,539,88,533,29,539,53,655,53,655,34,777,88,533,164,641,164,641,143,761,58,408,29,539,134,392,88,533,29,539,88,533
606,58,410,28,452,28,452,45,481,134,392,179,369,179,369,189,356,58,410,134,392,29,542,87,535,29,542,53,655,53,655,34,775,87,535,164,641,164,641,143,760,58,410,29,542,134,392,87,535,29,542,87,535
607,58,411,22,437,22,437,40,472,134,394,179,370,179,370,191,356,58,411,134,394,29,543,87,536,29,543,53,655,53,655,34,773,87,536,165,641,165,641,143,760,58,411,29,543,134,394,87,536,29,543,87,536
608,58,412,33,455,33,455,54,488,135,395,186,370,186,370,191,356,58,412,135,395,28,544,87,538,28,544,53,655,53,655,34,772,87,538,166,641,166,641,143,759,58,412,28,544,135,395,87,538,28,544,87,538
609,57,416,42,484,42,484,61,528,135,396,186,372,186,372,191,358,57,416,135,396,28,545,88,539,28,545,54,655,54,655,34,772,88,539,166,641,166,641,143,760,57,416,28,545,135,396,88,539,28,545,88,539
610,57,415,32,458,32,458,63,513,135,397,191,370,191,370,185,358,57,415,135,397,27,545,88,539,27,545,54,655,54,655,34,771,88,539,167,641,167,641,143,760,57,415,27,545,135,397,88,539,27,545,88,539
611,56,420,44,483,44,483,64,526,135,398,191,373,191,373,188,359,56,420,135,398,27,546,88,539,27,546,55,655,55,655,34,771,88,539,167,642,167,642,143,761,56,420,27,546,135,398,88,539,27,546,88,539
612,56,419,42,472,42,472,66,519,135,399,190,372,190,372,187,359,56,419,135,399,27,546,88,539,27,546,55,655,55,655,34,771,88,539,168,642,168,642,143,762,56,419,27,546,135,399,88,539,27,546,88,539
613,56,422,41,484,41,484,63,526,135,400,187,376,187,376,191,361,56,422,135,400,26,547,87,539,26,547,55,655,55,655,34,771,87,539,168,642,168,642,143,762,56,422,26,547,135,400,87,539,26,547,87,539
614,56,421,27,462,27,462,63,503,135,400,187,375,187,375,191,361,56,421,135,400,25,547,87,539,25,547,55,655,55,655,34,771,87,539,168,641,168,641,143,763,56,421,25,547,135,400,87,539,25,547,87,539
615,55,421,18,449,18,449,46,488,135,401,187,378,187,378,193,363,55,421,135,401,24,548,87,540,24,548,55,655,55,655,36,771,87,540,169,641,169,641,143,763,55,421,24,548,135,401,87,540,24,548,87,540
616,55,421,14,447,14,447,46,477,136,402,189,377,189,377,193,363,55,421,136,402,23,548,87,540,23,548,55,655,55,655,36,771,87,540,169,641,169,641,143,765,55,421,23,548,136,402,87,540,23,548,87,540
